id,name,full_name,club,club_slug,nationality,birth_date,height_cm,position,cost,rarity,is_starter,image_url,rb,a,rc,d,rg,v,pc,pl,pa,dl,rm,rf,co,zone_grid
358250-2526,AIDOO,Joseph Aidoo,RC Celta,cel,Ghana,1995-09-29,181,DF,4,comun,false,https://assets.virtuafc.com/players/796320.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
271455-2526,RISTIC,Mihailo Ristic,RC Celta,cel,Serbia,1995-10-31,180,DF,4,comun,false,https://assets.virtuafc.com/players/363774.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
331505-2526,MINGUEZA,Óscar Mingueza,RC Celta,cel,Spain,1999-05-13,184,DF,7,frecuente,false,https://assets.virtuafc.com/players/859773.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
545647-2526,CARREIRA,Sergio Carreira,RC Celta,cel,Spain,2000-10-13,170,DF,6,comun,false,https://assets.virtuafc.com/players/1002764.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
626953-2526,NÚÑEZ,Álvaro Núñez,RC Celta,cel,Spain,2000-07-07,177,DF,6,comun,false,https://assets.virtuafc.com/players/1012410.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
652331-2526,RUEDA,Javi Rueda,RC Celta,cel,Spain,2002-05-08,177,DF,5,comun,false,https://assets.virtuafc.com/players/1008259.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
892932-2526,ROMÁN,Miguel Román,RC Celta,cel,Spain,2002-12-26,178,MF,7,frecuente,false,https://assets.virtuafc.com/players/1398526.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
617074-2526,MORIBA,Ilaix Moriba,RC Celta,cel,Guinea,2003-01-19,185,MF,6,comun,false,https://assets.virtuafc.com/players/962890.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
892221-2526,SOTELO,Hugo Sotelo,RC Celta,cel,Spain,2003-12-19,180,MF,6,comun,false,https://assets.virtuafc.com/players/1120669.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
143812-2526,VECINO,Matías Vecino,RC Celta,cel,Uruguay,1991-08-24,187,MF,5,comun,false,https://assets.virtuafc.com/players/158615.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
1064471-2526,LÓPEZ,Fer López,RC Celta,cel,Spain,2004-05-24,188,MF,7,frecuente,false,https://assets.virtuafc.com/players/1526628.webp,,,,2,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
764859-2526,SWEDBERG,Williot Swedberg,RC Celta,cel,Sweden,2004-02-01,187,FW,7,frecuente,true,https://assets.virtuafc.com/players/1126779.webp,,,,2,2,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
892929-2526,ÁLVAREZ,Hugo Álvarez,RC Celta,cel,Spain,2003-07-02,176,FW,6,comun,false,https://assets.virtuafc.com/players/1154935.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
341110-2526,CERVI,Franco Cervi,RC Celta,cel,Argentina,1994-05-26,166,FW,4,comun,false,https://assets.virtuafc.com/players/557008.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
960571-2526,EL-ABDELLAOUI,Jones El-Abdellaoui,RC Celta,cel,Morocco,2006-01-12,184,FW,6,comun,false,https://assets.virtuafc.com/players/1173575.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
599231-2526,JUTGLÀ,Ferran Jutglà,RC Celta,cel,Spain,1999-02-01,175,FW,6,comun,false,https://assets.virtuafc.com/players/949962.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
905997-2526,DURÁN,Pablo Durán,RC Celta,cel,Spain,2001-05-25,176,FW,5,comun,true,https://assets.virtuafc.com/players/1398524.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
278359-2526,IGLESIAS,Borja Iglesias,RC Celta,cel,Spain,1993-01-17,187,FW,6,comun,false,https://assets.virtuafc.com/players/785989.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
72047-2526,ASPAS,Iago Aspas,RC Celta,cel,Spain,1987-08-01,176,FW,6,comun,true,https://assets.virtuafc.com/players/19356.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
248738-2526,HERRERA,Sergio Herrera,CA Osasuna,osa,Spain,1993-06-05,192,GK,7,frecuente,false,https://assets.virtuafc.com/players/294377.webp,,,,,,,,,,,,3,2,
118997-2526,FERNÁNDEZ,Aitor Fernández,CA Osasuna,osa,Spain,1991-05-03,182,GK,5,comun,false,https://assets.virtuafc.com/players/99516.webp,,,,,,,,,,,,2,2,
541555-2526,BOYOMO,Enzo Boyomo,CA Osasuna,osa,Cameroon,2001-10-07,184,DF,7,frecuente,false,https://assets.virtuafc.com/players/1067582.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
555500-2526,HERRANDO,Jorge Herrando,CA Osasuna,osa,Spain,2001-02-28,192,DF,5,comun,false,https://assets.virtuafc.com/players/944225.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
449796-2526,CATENA,Alejandro Catena,CA Osasuna,osa,Spain,1994-10-28,194,DF,6,comun,false,https://assets.virtuafc.com/players/900792.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
658115-2526,BRETONES,Abel Bretones,CA Osasuna,osa,Spain,2000-08-21,188,DF,5,comun,false,https://assets.virtuafc.com/players/1010165.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
448628-2526,GALÁN,Javi Galán,CA Osasuna,osa,Spain,1994-11-19,172,DF,5,comun,true,https://assets.virtuafc.com/players/825133.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
169497-2526,CRUZ,Juan Cruz,CA Osasuna,osa,Spain,1992-07-28,182,DF,5,comun,true,https://assets.virtuafc.com/players/897902.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
441170-2526,ROSIER,Valentin Rosier,CA Osasuna,osa,France,1996-08-19,175,DF,5,comun,false,https://assets.virtuafc.com/players/842419.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
1065442-2526,ARGUIBIDE,Iñigo Arguibide,CA Osasuna,osa,Spain,2005-04-19,178,DF,3,comun,false,https://assets.virtuafc.com/players/1495856.webp,2,2,,,1,2,1,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
213670-2526,TORRÓ,Lucas Torró,CA Osasuna,osa,Spain,1994-07-19,190,MF,6,comun,false,https://assets.virtuafc.com/players/187313.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
710677-2526,MUÑOZ,Iker Muñoz,CA Osasuna,osa,Spain,2002-09-05,180,MF,5,comun,false,https://assets.virtuafc.com/players/1119586.webp,2,2,,,1,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
552425-2526,MONCAYOLA,Jon Moncayola,CA Osasuna,osa,Spain,1998-05-13,182,MF,6,comun,false,https://assets.virtuafc.com/players/976141.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
1038512-2526,OSAMBELA,Asier Osambela,CA Osasuna,osa,Spain,2004-10-30,186,MF,4,comun,false,https://assets.virtuafc.com/players/1399702.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
634131-2526,OROZ,Aimar Oroz,CA Osasuna,osa,Spain,2001-11-27,177,MF,6,comun,false,https://assets.virtuafc.com/players/985329.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
175449-2526,GÓMEZ,Moi Gómez,CA Osasuna,osa,Spain,1994-06-23,176,MF,5,comun,false,https://assets.virtuafc.com/players/149370.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
935231-2526,MUÑOZ,Víctor Muñoz,CA Osasuna,osa,Spain,2003-07-13,173,FW,7,frecuente,false,https://assets.virtuafc.com/players/1145642.webp,,,,2,2,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
624942-2526,MORO,Raúl Moro,CA Osasuna,osa,Spain,2002-12-05,169,FW,6,comun,false,https://assets.virtuafc.com/players/980383.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
213260-2526,GARCÍA,Rubén García,CA Osasuna,osa,Spain,1993-07-14,172,FW,5,comun,false,https://assets.virtuafc.com/players/260031.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
710679-2526,BENITO,Iker Benito,CA Osasuna,osa,Spain,2002-08-10,176,FW,4,comun,false,https://assets.virtuafc.com/players/1086346.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
298575-2526,BARJA,Kike Barja,CA Osasuna,osa,Spain,1997-04-01,179,FW,4,comun,false,https://assets.virtuafc.com/players/591132.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
631002-2526,GARCÍA,Raúl García,CA Osasuna,osa,Spain,2000-11-03,192,FW,5,comun,false,https://assets.virtuafc.com/players/997280.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
46413-2526,BUDIMIR,Ante Budimir,CA Osasuna,osa,Croatia,1991-07-22,190,FW,6,comun,false,https://assets.virtuafc.com/players/37318.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
712107-2526,JÚNIOR,Luiz Júnior,Villarreal CF,vil,Brazil,2001-01-14,192,GK,8,frecuente,false,https://assets.virtuafc.com/players/1066603.webp,,,,,,,,,,,,3,2,
341713-2526,CONDE,Diego Conde,Villarreal CF,vil,Spain,1998-10-28,188,GK,6,comun,false,https://assets.virtuafc.com/players/951008.webp,,,,,,,,,,,,2,2,
466783-2526,TENAS,Arnau Tenas,Villarreal CF,vil,Spain,2001-05-30,185,GK,6,comun,false,https://assets.virtuafc.com/players/908714.webp,,,,,,,,,,,,2,2,
805714-2526,VEIGA,Renato Veiga,Villarreal CF,vil,Portugal,2003-07-29,190,DF,8,frecuente,false,https://assets.virtuafc.com/players/1087359.webp,3,3,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
484988-2526,COSTA,Logan Costa,Villarreal CF,vil,Cape Verde,2001-04-01,190,DF,7,frecuente,false,https://assets.virtuafc.com/players/911853.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
662261-2526,MARÍN,Rafa Marín,Villarreal CF,vil,Spain,2002-05-19,191,DF,7,frecuente,false,https://assets.virtuafc.com/players/984623.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
480763-2526,FOYTH,Juan Foyth,Villarreal CF,vil,Argentina,1998-01-12,187,DF,6,comun,false,https://assets.virtuafc.com/players/873189.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
780630-2526,KAMBWALA,Willy Kambwala,Villarreal CF,vil,France,2004-08-25,192,DF,5,comun,false,https://assets.virtuafc.com/players/1136721.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
678406-2526,CARDONA,Sergi Cardona,Villarreal CF,vil,Spain,1999-07-08,186,DF,6,comun,false,https://assets.virtuafc.com/players/986245.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
356197-2526,PEDRAZA,Alfonso Pedraza,Villarreal CF,vil,Spain,1996-04-09,184,DF,5,comun,true,https://assets.virtuafc.com/players/797290.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
1061336-2526,NAVARRO,Pau Navarro,Villarreal CF,vil,Spain,2005-04-25,185,DF,6,comun,false,https://assets.virtuafc.com/players/1525863.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
953901-2526,MOURIÑO,Santiago Mouriño,Villarreal CF,vil,Uruguay,2002-02-13,186,DF,6,comun,false,https://assets.virtuafc.com/players/1468046.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
985806-2526,FREEMAN,Alex Freeman,Villarreal CF,vil,United States,2004-08-09,188,DF,5,comun,false,https://assets.virtuafc.com/players/1184541.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
230784-2526,PARTEY,Thomas Partey,Villarreal CF,vil,Ghana,1993-06-13,185,MF,6,comun,true,https://assets.virtuafc.com/players/316148.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
485963-2526,GUEYE,Pape Gueye,Villarreal CF,vil,Senegal,1999-01-24,189,MF,8,frecuente,false,https://assets.virtuafc.com/players/879694.webp,,2,,,2,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
380598-2526,COMESAÑA,Santi Comesaña,Villarreal CF,vil,Spain,1996-10-05,188,MF,6,comun,false,https://assets.virtuafc.com/players/843678.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
1453066-2526,MACIÀ,Carlos Macià,Villarreal CF,vil,Spain,2008-09-01,190,MF,5,comun,false,https://assets.virtuafc.com/players/2238900.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
59561-2526,PAREJO,Dani Parejo,Villarreal CF,vil,Spain,1989-04-16,182,MF,6,comun,false,https://assets.virtuafc.com/players/39182.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
733576-2526,MOLEIRO,Alberto Moleiro,Villarreal CF,vil,Spain,2003-09-30,171,FW,8,frecuente,false,https://assets.virtuafc.com/players/1012444.webp,,,,2,3,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
357628-2526,GONZÁLEZ,Alfon González,Villarreal CF,vil,Spain,1999-05-04,172,FW,5,comun,false,https://assets.virtuafc.com/players/1468090.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1331450-2526,LÓPEZ,Hugo López,Villarreal CF,vil,Spain,2007-03-04,,FW,4,comun,false,https://assets.virtuafc.com/players/1966890.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
638793-2526,BUCHANAN,Tajon Buchanan,Villarreal CF,vil,Canada,1999-02-08,183,FW,7,frecuente,false,https://assets.virtuafc.com/players/973290.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
343052-2526,PÉPÉ,Nicolas Pépé,Villarreal CF,vil,Cote d'Ivoire,1995-05-29,183,FW,6,comun,false,https://assets.virtuafc.com/players/593526.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
729814-2526,MIKAUTADZE,Georges Mikautadze,Villarreal CF,vil,Georgia,2000-10-31,176,FW,8,frecuente,false,https://assets.virtuafc.com/players/1009372.webp,,,2,3,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
972465-2526,OLUWASEYI,Tani Oluwaseyi,Villarreal CF,vil,Canada,2000-05-15,187,FW,6,comun,false,https://assets.virtuafc.com/players/1172477.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
246968-2526,PÉREZ,Ayoze Pérez,Villarreal CF,vil,Spain,1993-07-29,178,FW,7,frecuente,false,,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
177467-2526,MORENO,Gerard Moreno,Villarreal CF,vil,Spain,1992-04-07,180,FW,6,comun,false,https://assets.virtuafc.com/players/146866.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1063553-2526,CABANES,Pau Cabanes,Villarreal CF,vil,Spain,2005-02-17,179,FW,3,comun,true,https://assets.virtuafc.com/players/1863206.webp,,,2,2,,1,,,,1,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
298197-2526,SIVERA,Antonio Sivera,Deportivo Alavés,ala,Spain,1996-08-11,185,GK,7,frecuente,false,https://assets.virtuafc.com/players/369004.webp,,,,,,,,,,,,3,2,
54217-2526,FERNÁNDEZ,Raúl Fernández,Deportivo Alavés,ala,Spain,1988-03-13,195,GK,4,comun,true,https://assets.virtuafc.com/players/31828.webp,,,,,,,,,,,,2,2,
580560-2526,PACHECO,Jon Pacheco,Deportivo Alavés,ala,Spain,2001-01-08,184,DF,6,comun,false,https://assets.virtuafc.com/players/934383.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
581326-2526,KOSKI,Ville Koski,Deportivo Alavés,ala,Finland,2002-01-27,185,DF,4,comun,false,https://assets.virtuafc.com/players/999178.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
533354-2526,GARCÉS,Facundo Garcés,Deportivo Alavés,ala,Malaysia,1999-09-05,191,DF,2,comun,true,https://assets.virtuafc.com/players/879875.webp,2,2,1,,,,,1,1,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
741289-2526,ENRÍQUEZ,Youssef Enríquez,Deportivo Alavés,ala,Morocco,2005-10-07,170,DF,6,comun,false,https://assets.virtuafc.com/players/1403364.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
591957-2526,PARADA,Victor Parada,Deportivo Alavés,ala,Spain,2002-04-04,185,DF,5,comun,false,https://assets.virtuafc.com/players/985726.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
533568-2526,TENAGLIA,Nahuel Tenaglia,Deportivo Alavés,ala,Argentina,1996-02-21,181,DF,5,comun,false,https://assets.virtuafc.com/players/896073.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
175446-2526,OTTO,Jonny Otto,Deportivo Alavés,ala,Spain,1994-03-03,175,DF,6,comun,false,https://assets.virtuafc.com/players/235648.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
495621-2526,BLANCO,Antonio Blanco,Deportivo Alavés,ala,Spain,2000-07-23,176,MF,6,comun,false,https://assets.virtuafc.com/players/855832.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
431190-2526,PROTESONI,Carlos Protesoni,Deportivo Alavés,ala,Uruguay,1998-03-30,185,MF,4,comun,false,https://assets.virtuafc.com/players/873717.webp,2,2,,,1,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
785353-2526,IBÁÑEZ,Pablo Ibáñez,Deportivo Alavés,ala,Spain,1998-09-20,179,MF,5,comun,false,https://assets.virtuafc.com/players/1084381.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
284854-2526,ALEÑÁ,Carles Aleñá,Deportivo Alavés,ala,Spain,1998-01-05,180,MF,5,comun,false,https://assets.virtuafc.com/players/794937.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
465967-2526,GUEVARA,Ander Guevara,Deportivo Alavés,ala,Spain,1997-07-07,180,MF,5,comun,true,https://assets.virtuafc.com/players/891931.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
289257-2526,GURIDI,Jon Guridi,Deportivo Alavés,ala,Spain,1995-02-28,179,MF,5,comun,false,https://assets.virtuafc.com/players/788141.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
798114-2526,CALEBE,Calebe,Deportivo Alavés,ala,Brazil,2000-04-30,173,MF,5,comun,false,https://assets.virtuafc.com/players/1046796.webp,,,,1,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
